date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:13:06	25557/25557	---M--	200	added ('OK')	application/javascript	etag:%2263d5-5f5689cf10b80%22	http://www.bnc100.com/static/home/default/social-share.min.js	D:/My%20Web%20Sites/copy/www.bnc100.com/static/home/default/social-share.min.js	(from http://www.bnc100.com/)
10:13:11	52694/52694	---M--	200	added ('OK')	image/png	etag:%22cdd6-557d9b2a17a00%22	http://www.bnc100.com/static/home/css/ietip/browser.png	D:/My%20Web%20Sites/copy/www.bnc100.com/static/home/css/ietip/browser.png	(from http://www.bnc100.com/static/home/css/style.css)
10:13:12	4999/4999	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Mar%202026%2002:13:11%20GMT	http://www.bnc100.com/static/home/images/icon-00.png	D:/My%20Web%20Sites/copy/www.bnc100.com/static/home/images/icon-00.59.delayed	(from http://www.bnc100.com/static/home/css/style.css)
10:13:12	250/250	---M--	200	added ('OK')	image/png	etag:%22fa-6051124e78700%22	http://www.bnc100.com/static/home/images/icon-p11.png	D:/My%20Web%20Sites/copy/www.bnc100.com/static/home/images/icon-p11.png	(from http://www.bnc100.com/static/home/css/style.css)
10:13:12	222/222	---M--	200	added ('OK')	image/png	etag:%22de-6051133ce3980%22	http://www.bnc100.com/static/home/images/icon-p12.png	D:/My%20Web%20Sites/copy/www.bnc100.com/static/home/images/icon-p12.png	(from http://www.bnc100.com/static/home/css/style.css)
10:13:12	242/242	---M--	200	added ('OK')	image/png	etag:%22f2-6051152343500%22	http://www.bnc100.com/static/home/images/icon-p21.png	D:/My%20Web%20Sites/copy/www.bnc100.com/static/home/images/icon-p21.png	(from http://www.bnc100.com/static/home/css/style.css)
10:13:13	225/225	---M--	200	added ('OK')	image/png	etag:%22e1-6051157ed0d00%22	http://www.bnc100.com/static/home/images/icon-p22.png	D:/My%20Web%20Sites/copy/www.bnc100.com/static/home/images/icon-p22.png	(from http://www.bnc100.com/static/home/css/style.css)
10:13:13	4999/4999	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Mar%202026%2002:13:13%20GMT	http://www.bnc100.com/static/home/images/icon-15.png	D:/My%20Web%20Sites/copy/www.bnc100.com/static/home/images/icon-15.png	(from http://www.bnc100.com/static/home/css/style.css)
10:13:19	79978/79978	---M--	200	added ('OK')	image/png	etag:%221386a-60539e83f4800%22	http://www.bnc100.com/static/home/images/icon-ff2.png	D:/My%20Web%20Sites/copy/www.bnc100.com/static/home/images/icon-ff2.png	(from http://www.bnc100.com/static/home/css/style.css)
10:13:21	128898/128898	---M--	200	added ('OK')	application/javascript	etag:%221f782-5f02902643400%22	http://www.bnc100.com/static/home/js/swiper.min.js	D:/My%20Web%20Sites/copy/www.bnc100.com/static/home/js/swiper.min.js	(from http://www.bnc100.com/)
10:13:31	153051/153051	---M--	200	added ('OK')	image/png	etag:%22255db-60539d3dcc680%22	http://www.bnc100.com/static/home/images/icon-ff1.png	D:/My%20Web%20Sites/copy/www.bnc100.com/static/home/images/icon-ff1.png	(from http://www.bnc100.com/static/home/css/style.css)
10:13:31	61270/61270	---M--	200	added ('OK')	image/jpeg	etag:%22ef56-60b1fb5d830c0%22	http://www.bnc100.com/static/home/images/ho4_bg.jpg	D:/My%20Web%20Sites/copy/www.bnc100.com/static/home/images/ho4_bg.jpg	(from http://www.bnc100.com/static/home/css/style.css)
10:13:34	130556/130556	---M--	200	added ('OK')	image/jpeg	etag:%221fdfc-605246e6f1880%22	http://www.bnc100.com/static/home/images/ho1_bg.jpg	D:/My%20Web%20Sites/copy/www.bnc100.com/static/home/images/ho1_bg.jpg	(from http://www.bnc100.com/static/home/css/style.css)
10:13:34	17133/17133	---M--	200	added ('OK')	image/jpeg	etag:%2242ed-60b1fea1e2600%22	http://www.bnc100.com/static/home/images/ab2_bg.jpg	D:/My%20Web%20Sites/copy/www.bnc100.com/static/home/images/ab2_bg.jpg	(from http://www.bnc100.com/static/home/css/style.css)
10:13:46	91916/91916	---M--	200	added ('OK')	image/jpeg	etag:%221670c-605336ab54700%22	http://www.bnc100.com/static/home/images/ab1_bg.jpg	D:/My%20Web%20Sites/copy/www.bnc100.com/static/home/images/ab1_bg.jpg	(from http://www.bnc100.com/static/home/css/style.css)
10:13:48	85020/85020	---M--	200	added ('OK')	image/jpeg	etag:%2214c1c-60b20162a64c0%22	http://www.bnc100.com/static/home/images/ab3_bg.jpg	D:/My%20Web%20Sites/copy/www.bnc100.com/static/home/images/ab3_bg.jpg	(from http://www.bnc100.com/static/home/css/style.css)
